Song_id,Rank,Title,Artist,Lyric,Genre
231,32,Who Do You Love,The Chainsmokers,Found cigarettes in your Fendi coat Even though you don’t even smoke Always changing your access codes Yeah I can tell you no one knew Yeah you’ve been acting so conspicuous You flip it on me say I think too much You’re moving different when we’re making love Baby tell me tell me Who do you love do you love now I wanna know the truth Who do you love do you love now I know it’s someone new You ain’t gotta make it easy Where you been sleeping This shit is keeping me up at night Just admit it Who do you love do you love now I wanna know I wanna know who I wanna know I wanna know who You keep switching your alibi Stuttering when you reply You can’t even look me in the eye Ooh I can tell I know you’re lyin’ Cause you’ve been acting so conspicuous You flip it on me say I think too much You’re moving different when we’re making love Baby tell me tell me Who do you love do you love now I wanna know the truth Who do you love do you love now I know it’s someone new You ain’t gotta make it easy Where you been sleeping This shit is keeping me up at night Just admit it Who do you love do you love now I wanna know I wanna know who I wanna know I wanna know who You’ve been acting so conspicuous You flip it on me say I think too much Moving different when we’re making love Baby tell me tell me Who do you love do you love now I wanna know the truth Who do you love do you love now I know it’s someone new You ain’t gotta make it easy Where you been sleeping This shit is keeping me up at night Just admit it Who do you love do you love now I wanna know I wanna know who You ain’t gotta make it easyWhere you been sleepingThis shit is keeping meup at nightJust admit itWho do you love do you love nowI wanna knowI wanna know who,Electronica
232,33,This Is What You Came For (Feat. Rihanna),Calvin Harris,Baby this is what you came forLightning strikes every time she movesAnd everybody's watching herBut she's looking at you oh ohYou oh oh you oh ohYou oh oh you oh ohYou oh oh oh ohBaby this is what you came forLightning strikes every time she movesAnd everybody's watching herBut she's looking at you oh ohYou oh oh you oh ohYou oh oh you oh ohYou oh oh oh ohYou oh oh you oh ohYou oh oh you oh ohYou oh oh you oh oh ohWe go fast 'til they can't replayWho knows why it's gotta be this wayWe say nothing more than we needI say your place when we leaveBaby this is what you came forLightning strikes every time she movesAnd everybody's watching herBut she's looking at you oh ohYou oh oh you oh ohYou oh oh you oh ohYou oh oh oh ohyou oh ohYou oh oh you oh ohYou oh oh you oh ohYou oh oh oh ohBaby this is what you came forLightning strikes every time she movesYeahBaby this is what you came forLightning strikes every time she movesAnd everybody's watching herBut she's looking at you oh ohYou oh oh you oh ohYou oh oh you oh ohYou oh oh oh ohyou oh ohYou oh oh you oh ohYou oh oh you oh ohYou oh oh oh oh,Electronica
233,34,Rise (Feat. Jack & Jack),Jonas Blue,We're gonna ri ri ri ri rise'til we fallThey say we got no no no nofuture at allThey wanna ke ke keep us outCan't hold us down anymoreWe're gonna ri ri ri ri rise'til we fallWhen we hit the bottomnothin' gon' stop usClimb to the top with youWe could be the greatestones who never made itYa I could be talking to youThey tryna hate hate hateBut we won't changechange anything at allWe're gonna ri ri ri ri rise'til we fallThey think we're just drop-outsLiving at our mom's houseParents must be so proudThey know it allNo they don't speak our languageThey say we're too savageNo no we don't give a anymoreWe're gonna ri ri ri ri rise'til we fallWe're gonna ri ri ri ri rise'til we fallNo they don't speak our languageThey say we're too savage yaNo no we don't give a anymoreWe're gonna ri ri ri ri riseWe're gonna ri ri ri ri riseWe're gonna ri ri ri ri riseWe're gonna ri ri ri ri rise'til we fallSo we're going no no no nono no nowhereBut what they don't know knowknow is we don't don't careWe're gonna keepin' onkeepin' on goingtil' we can't go no moreWe're gonna ri ri ri ri rise'til we fallWhen we hit the bottomnothin' gon' stop usClimb to the top with youWe could be the greatestones who never made itYa I could be talking to youThey tryna hate hate hateBut we won't changechange anything at allWe're gonna ri ri ri ri rise'til we fallThey think we're just drop-outsLiving at our mom's houseParents must be so proudthey know it allNo they don't speak our languageThey say we're too savageNo no we don't give a anymoreWe're gonna ri ri ri ri rise'til we fallWe're gonna ri ri ri ri rise'til we fallThey don't speak our languageThey say we're too savage yaNo no we don't give a anymoreWe're gonna ri ri ri ri riseWe're gonna ri ri ri ri riseWe're gonna ri ri ri ri riseWe're gonna ri ri ri ri rise'til we fall,Electronica
234,35,Lullaby (LG Q7 광고 삽입곡),Sigala,Will you lay me downMake our hearts the only soundThrow my fears all to the groundWill you hold meWill you serenade mewith the song you used to play'Til the night turns into dayWill you hold me'Cause all I need issomebody near meWhen my heart gets weakSomebody out therewatching over meWhen I'm so tiredI can't even sleepWon't you sing meyour sweet lullabyJust the sound of your voiceis the thing that I needWon't you sing meyour sweet lullabyI could fall for the soundof your sweet melody'Cause I just need your songSomething to sing alongWhen I'm not feeling strongI need you to sing meyour sweet lullabyNeed the soundof your sweet melodySo sing to meSo sing to meNeed the soundof your sweet melodySo sing to meI'll be there when you're down'Cause forever I am boundFor my love I shout it outLet me hold youNo journey is too farfor the one who healed my scarsYou're my saviour you're my starLet me hold you'Cause all I need issomebody near meWhen my heart gets weakSomebody out therewatching over meWhen I'm so tiredI can't even sleepWon't you sing meyour sweet lullabyJust the sound of your voiceis the thing that I needWon't you sing meyour sweet lullabyI could fall for the soundof your sweet melodySo sing to meWhen I'm not sleepingyou're all I need andWhen my heart stops beatingjust sing to meWhen I'm not sleepingyou're all I need andWhen my heart stops beatingjust sing to meWhen I'm not sleepingyou're all I need andJust sing to sing to meCan't you please sing to meWon't you sing meyour sweet lullabyJust the sound of your voiceis the thing that I needWon't you sing meyour sweet lullabyI could fall for the soundof your sweet melody'Cause I just need your songSomething to sing alongWhen I'm not feeling strongI need you to sing meyour sweet lullabyNeed the soundof your sweet melodySo sing to me,Electronica
235,36,Titanium (Feat. Sia),David Guetta,You shout it loudBut i can't hear a word you sayI'm talking loud not saying muchI'm criticized butall your bullets ricochetYou shoot me down but i get upI'm bulletproof nothing to losefire away fire awayRicochet you take your aimfire away fire awayYou shoot me down But i won't fallI am titaniumYou shoot me down But i won't fallI am titaniumcut me downBut it's you who'll have further to fallghost town haunted loveraise your voicesticks and stones maybreak my bonesI'm talking loud not saying muchI'm bulletproof nothing to losefire away fire awayRicochet you take your aimfire away fire awayYou shoot me down But i won't fallI am titaniumYou shoot me down But i won't fallI am titaniumI am titaniumI am titaniumStone hard machine gunfiring at the ones who runStone hard as bulletproof glassYou shoot me down But i won't fallI am titaniumYou shoot me down But i won't fallI am titaniumYou shoot me down But i won't fallI am titaniumYou shoot me down But i won't fallI am titaniumI am titanium,Electronica
236,37,"Bad Boy (with Wiz Khalifa, bbno$, MAX)",Yung Bae,OkayYeah I'm a bad boydoin' good thingsGot a lemonade whipchicken wingsWith a bad bitchand she quite thickSo I might just copmyself a chain tonightSlim shawty with a tank topI'ma let her munch iton my cake pop yeah-yeahYung Bae will make your hips dropSo I might just takeyour woman for a nightEverybody in the whole buildingI said everybodyin the whole buildingCome on follow alongfeel the grooveAnd get yourself to moveGet your ass to the dance floorI said get your assto the dance floorCome on follow alongfeel the grooveYeah there's no one to provePick a girl pick a boySpin around like a toyGrab 'em hands pull 'em closePush 'em back do the most yeahPick a girl Come onpick a boy Come onSpin around Come onlike a toy AyyGrab 'em hands Come on hahahapull 'em close Come onPush 'em back baby do the mostTrace gettin' bad she got a nice assI heard this wheel manegot no plasticTired of broke foolswanna be where the cash isTired of bad weedwanna be where the gas isI walk in the girls appear like magicKeep shit cleanyou don't want no staticGot the drink ohweed rolled automaticParty all night lotta fungotta have it let's goEverybody in the whole buildingHahahaI said everybody in the whole buildingI party and you partyin' tooCome on follow along feel the grooveThat's what we doAnd get yourself to move OkayGet your ass to the dance floorGet your ass upI said get your ass to the dance floorCome on follow along feel the grooveYeah there's no one to prove YupPick a girl pick a boySpin around like a toy OohGrab 'em hands pull 'em closePush 'em back do the most yeahPick a girl Come onpick a boy Come onSpin around Let's golike a toy BabyGrab 'em hands Yung Baepull 'em closePush 'em back baby do the mostLet's do itPick a girl Come onpick a boy Come onSpin around Come onlike a toy I saidGrab 'em hands Come onpull 'em close Come onPush 'em back Come ondo the most yeahGet your ass up hahahaI'm a bad boyI'm a little rough let's go,Electronica
237,38,Paris,The Chainsmokers,We were staying in ParisTo get away from your parentsAnd I thought Wow if I could take this in a shot right nowI don't think that we could work this outOut on the terraceI don't know if it's fair but I thought How could I let you fall by yourselfWhile I'm wasted for someone elseIf we go down then we go down togetherThey'll say you could do anythingThey'll say that I was cleverIf we go down then we go down togetherWe'll get away with everythingLet's show them we are betterLet's show them we are betterLet's show them we are betterWe were staying in ParisTo get away from your parentsYou look so proud standing there with a frown and a cigarettePosting pictures of yourself on the internetOut on the terraceWe breathe in the air of this small townOn our own cuttin' class for the thrill of itGetting drunk on the past we were livin' inIf we go down then we go down togetherThey'll say you could do anythingThey'll say that I was cleverIf we go down then we go down togetherWe'll get away with everythingLet's show them we are betterLet's show them we areLet's show them we areLet's show them we areLet's show them we areLet's show them we are betterWe were staying in ParisLet's show them we are betterLet's show them we areLet's show them we areLet's show them we areLet's show them we areLet's show them we are betterIf we go down then we go down togetherThey'll say you could do anythingThey'll say that I was cleverIf we go down thenwe go down togetherWe'll get away with everythingLet's show them we are betterWe were staying in Paris If we go downWe were staying in Paris If we go downWe were staying in Paris If we go downWe were staying in Paris If we go downLet's show them we are betterWe were staying in ParisLet's show them we are betterLet's show them we are betterIf we go downLet's show them we are betterIf we go downLet's show them we are betterIf we go downLet's show them we are betterLet's show them we are better,Electronica
238,39,Younger,Jonas Blue,Oooh oooh Ooh Someday we'll be a million miles away Waking up on Monday morning Wishing it was Saturday Kids screaming out no warningThis will be a distant memoryI can hear the future callinglet it wait'Cause you knowthat we got timeto get ourselves togetherWe got time for usSo baby let's waste our timelike we'll be young foreverStay forever youngWhen we were 17feels like just yesterdayLiving a lucid dreamthose years just fall awayOne day we'll be 33before we're old and grayLet's still be 17 like yesterdayLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherAlwaysyou'll always be my fantasyEven when we're grown upknow that I love youbetter than todayOne day we'll be dancing slowlybut for now I'll make it rainI can see the future callinglet it wait'Cause you knowthat we got timeto get ourselves togetherWe got time for usSo baby let's waste our timelike we'll be young foreverStay forever youngWhen we were 17feels like just yesterdayLiving a lucid dreamthose years just fall awayOne day we'll be 33before we're old and grayLet's still be 17 like yesterdayLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger togetherlet's stay younger togetherLet's stay younger together,Electronica
239,40,Friendships (Lost My Love) (Feat. Leony),Pascal Letoublon,"You left a mark in my mind that I never could eraseTook a piece from my heart that nobody could replaceNobody could replace youYou are the eye in the storm, you're the piece I try to findWhen I'm out in the cold, you're the one that's on my mindWill search until I find you[Pre-Chorus]I lost my love to youI lost my love to you[Chorus]I lost my love to you (Na-na-na-na)Was hoping that you knew (Na-na-na-na)Don't know what else to do (Na-na-na-na)I lost my love to you (Na-na-na-na)I lost my love to you[Verse 2]I've been alone in my dreams, but I've always searched for youNeeded love in this place, you're the only one I knewThe only one to fix meCarried away by the wind, hope it takes me in your armsOnly place where I'm safe, only you can heal my scarsThe only one to save meI'm on my way over the deep blue seaI'll be searching for your light house to lead me[Chorus]I lost my love to you (Na-na-na-na)Was hoping that you knew (Na-na-na-na)Don't know what else to do (Na-na-na-na)I lost my love to you (Na-na-na-na)I lost my love to you[Post-Chorus]I lost my love (Was hoping that you knew)Oh-oh-oh (Don't know what else to do)I lost my love to you (Na-na-na-na)I lost my love to youI lost my love to you",Electronica
240,41,There For You,Martin Garrix,I woke up pissed off todayAnd lately everyone feels fakeSomewhere I lost a piece of meSmoking cigarettes on balconiesBut I can't do this aloneSometimes I just need a lightIf I call you on the phoneNeed you on the other sideSo when your tears roll down your pillow like a riverI'll be there for youI'll be there for youWhen you're screaming but they only hear you whisperI'll be loud for youBut you gotta be there for me tooBut you gotta be there for me tooLast year took a toll on meBut I made it with you next to meAround the world and back againI hope you're waiting at the endBut I can't do this aloneSometimes I just need a lightIf I call you on the phoneNeed you on the other sideSo when your tears roll down your pillow like a riverI'll be there for youI'll be there for youWhen you're screaming but they only hear you whisperI'll be loud for youI'll be loud for youI got you I promiseLet me be honestLove is a road that goes both waysWhen your tears roll down your pillow like a riverI'll be there for youBut you gotta be there for me tooBut you gotta be there for me tooBut I'm holding on to somethingWon't let go of you feel nothingI'm running running just to keep my hands on youThere was a time that I was so blueWhat I got to do to show youI'm running running just to keep my hands on youRunning running just to keep my hands on youRunning running just to keep my hands on youSo I'm running running just to keep my hands on youBut you gotta be there for me tooBut you gotta be there for me too,Electronica
241,42,Love Is Gone (feat. Dylan Matthew),Slander,Don't go tonight stay here one more timeRemind me what it's like ohAnd let's fall in love one more timeI need you now by my sideIt tears me up when you turn me downI'm begging please just stick aroundI'm sorry don't leave meI want you here with meI know that your love is goneI can't breathe I'm so weakI know this isn't easyDon't tell me that your love is goneThat your love is goneI'm sorry don't leave meI want you here with meI know that your love is goneI can't breathe I'm so weakI know this isn't easyDon't tell me that your love is goneThat your love is goneDon't tell me that your love is goneThat your love is goneDon't tell me that your love is goneThat your love is goneThat your love is goneI know this isn't easy EasyThat your love is gone,Electronica
242,43,Satisfied (Feat. MAX),Galantis,One hand on my shoulderGet a little bit closerCome on make a move yeahSkip through all the small talkI wanna see you with the lights offSo let's go to your room nowI know that I'm impatientMy imagination's wandering andrunning wildCan you hear thatMy heart is racingyou keep up the paceThen I might let you stay thenightI need somebody bodyTheir hands on my body bodyYou could be that somebody bodyKeep me satisfiedHear me breathing breathingDon't want it I need it need itWe're getting heatedCome on and keep me satisfiedKeep me satisfiedKeep me satisfiedStarted on the way homeDon't stop till I say soJust a little longerYou know when we get thereNo reason to be scared nahCome on a little strongerYou know that I'm impatientMy imagination's wanderingand running wildCan you hear thatMy heart is racingyoukeep up the paceThen I might let youstay the nightI need somebody bodyTheir hands on my body bodyYou could be that somebody bodyKeep me satisfiedHear me breathing breathingDon't want it I need it need itWe're getting heatedCome on and keep me satisfiedI need somebody bodyTheir hands on my body bodyYou could be that somebody bodyKeep me satisfiedOh yeahKeep me satisfiedKeep me satisfiedKeep me satisfiedKeep me satisfied,Electronica
243,44,Mama (Feat. William Singe),Jonas Blue,Where should we run toWe got the world in our handsand we're ready to playThey say we're wastedBut how can we waste itif we're loving every dayOkay I got the keysto the universeSo stay with me'cause I got the keys babyDon't wanna wake up one daywishing that we done moreI wanna live fast and neverlook back that's what we here forDon't wanna wake up one daywondering where'd it all go'Cause we'll be homebefore we knowI wanna hear you sing itHey mama don't stress your mindWe coming home tonightHey mama we gonna be alrightDry those eyesWe'll be back in the morningwhen the sun starts to riseSo mama don't stress your mindSo mama don't stress your mindMama mama mama heyWe coming home tonightMama mama mama heyWe coming home tonightWhere should we run toWe got a ticket that takes uswherever we likeWe got our problemsBut just for the minute let'spush all our troubles asideAlright 'cause we got the keysto the universeInside our minds yeahwe got the keys babeDon't wanna wake up one daywishing that we done moreI wanna live fast and never lookback that's what we here forDon't wanna wake up one daywondering where'd it all go'Cause we'll be home before weknow I wanna hear you sing itHey mama don't stress your mindWe coming home tonightHey mama we gonna be alrightDry those eyesWe'll be back in the morningwhen the sun starts to riseSo mama don't stress your mindSo mama don't stress your mindHey mama don't stress your mindWe coming home tonightHey mama we gonna be alrightDry those eyesWe'll be back in the morningwhen the sun starts to riseSo mama don't stress your mindSo mama don't stress your mindMama mama mama heyWe coming home tonightMama mama mama heyWe coming home tonight,Electronica
244,45,Bad (Feat. Vassy) (Radio Edit),David Guetta,I say why does it feel so goodSo good to be badGetting what I want boyWhy does that make you so madYou see why does it feel so goodSo good to be bad'Cause if it's troublethat you're looking forOh baby here I am I amOh baby here I amSo why does it feel so goodSo good to be badBadI say why does it feel so goodSo good to be badGetting what I want boyWhy does that make you so madYou see why does it feel so goodSo good to be bad'Cause if it's troublethat you're looking forOh baby here I am I amOh baby here I amI say why does it feel so goodSo good to be bad,Electronica
245,46,Don't Let Me Down (Feat. Daya),The Chainsmokers,Crashing hit a wallRight now I need a miracleHurry up now I need a miracleStranded reaching outI call your namebut you're not aroundI say your namebut you're not aroundI need you I need youI need you right nowYeah I need you right nowSo don't let me don't let medon't let me downI think I'm losing my mind nowIt's in my head darling I hopeThat you'll be herewhen I need you the mostSo don't let me don't let medon't let me downD Don't let me downDon't let me downDon't let me down down downDon't let me down don't let medown down downR r running out of timeI really thought you wereon my sideBut now there's nobody by my sideI need you I need youI need you right nowYeah I need you right nowSo don't let me don't let medon't let me downI think I'm losing my mind nowIt's in my head darling I hopeThat you'll be herewhen I need you the mostSo don't let me don't let medon't let me downD Don't let me downDon't let me downDon't let me down down downDon't let me down down downDon't let me down down downDon't let me down don't let medown down downOoh I think I'm losing my mind nowyeahOoh I think I'm losing my mind nowyeahI need you I need youI need you right nowYeah I need you right nowSo don't let me don't let medon't let me downI think I'm losing my mind nowIt's in my head darling I hopeThat you'll be herewhen I need you the mostSo don't let me don't let medon't let me downDon't let me downYeah don't let me downYeah don't let me downDon't let me down oh noSaid don't let me downDon't let me downDon't let me downDon't let me down down down,Electronica
246,47,Cradles,Sub Urban,I live inside my own worldof make believeKids screaming in their cradlesprofanitiesI see the worldthrough eyes coveredin pink and bleachCross out the oneswho held my criesand watched me weepI love everythingFire spreading all around my roomMy world's so brightIt’s hard to breathebut that's alrightHush shTape my eyes open to force realityWhy can't you just let me eatmy weight in gleeI live inside my own worldof make believeKids screaming in their cradlesprofanitiesSome days I feel skinnierthan all the other daysAnd some days I can’t tellif my body belongs to meI love everythingFire spreading all around my roomMy world's so brightIt's hard to breathebut that's alrightHush shI wanna taste your contentHold your breathand feel the tensionDevils hide behind redemptionHonesty is a one way gate to hellI wanna taste consumptionBreathe faster to waste oxygenHear the children sing aloudIt's music till the wick burns outHushJust wanna be care free latelyyeahJust kicking up daisiesGot one too many quartersin my pocketsCount 'em like the four leafclovers in my locketUntied laces yeahjust tripping on dirtDreams got dirty little alibisplaying upMight as well just ride aroundthe nursery and count sheep,Electronica
247,48,Hymn For The Weekend (Seeb Remix),Coldplay,Oh angel sent from up aboveYou know you make my world light upWhen I was down when I was hurtYou came to lift me upLife is a drink and love's a drugOh now I think I must be miles upWhen I was a river dried upYou came to rain a floodOh I Oh I Oh IGot me feeling drunk and highSo high so highOh I Oh I Oh INow I’m feeling drunk and highSo high so highFeeling drunk and highFeeling drunk and highOh angel sent from up aboveI feel it coursing through my bloodLife is a drink and your love's aboutTo make the stars come outOh I Oh I Oh IGot me feeling drunk and highSo high so highOh I Oh I Oh INow I’m feeling drunk and highSo high so highFeeling drunk and highFeeling drunk and highSo high so highThat we shoot across the skyThat we shoot across theThat we shoot across the skyThat we shoot across theThat we shoot across the skyThat we shoot across theThat we shoot across the skyThat we shoot across the,Electronica
248,49,Slide (Feat. Frank Ocean & Migos),Calvin Harris,I mightEmpty my bank accountAnd buy that boy with a pipeBuy that boy with a pipeI might I mightEmpty my bank accountAnd buy that boy with a pipeBuy that boy with a pipeI mightDo you slide on all your nights like thisDo you try on all your nights like thisI mightPut some spotlight on the slideWhatever comes comes through clearDo you slide on all your nights like thisDo you try on all your nights like thisI mightPut some spotlight on the sideAnd whatever comes comes through clearAll this jewelry ain't no use when it's this darkIt's my favorite part we see the lights they got so farIt went too fast we couldn't reach it with our armsWrist on a wrist a link of charms yeahLaying we're still a link apartIt's like we could die here all youngLike we could dye hair all blondeIf we could see in twenty twinTwice we could see it 'til the endPut that spotlight on her face spotlightPut that spotlight on her face ah yeahWe gon' pipe up and turn up pipe upWe gon' light up and burn up burn upMama too hot like a like whatMama too hot like a furnace furnaceI got a hundred G's in my Goyard G'sMy diamonds gon' shine when the lights dark shineYou and I take a ride down the boulevard yeahAnd your friends really wanna break us apartGood lordOffset Good graciousStarin' at my diamonds while I'm hoppin' out a spaceshipNeed your information take vacation to MalaysiaYou my baby the paparazzi flashin' crazyShe swallowed the bottleWhile I sit back and smoke gelatoWalk in my mansion twenty thousand painting PicassoBitches be dippin' dabbin' with niggas like a nachoTook off her panties diamonds dancin' like Rick RiccardoShe havin' itWhen they call her workin' on The BachelorI know you got a past I got a past that's in the back of usAverage I'ma make a million on the averageI'm ridin' with no brain bitch I'm out of itDo you slide on all your nights like thisDo you try on all your nights like thisI mightPut some spotlight on the slideWhatever comes comes through clearDo you slide on all your nights like thisDo you try on all your nights like thisPut some spotlight on the sideAnd whatever comes comes through clear I mightI might empty my bank account oohAnd buy that boy with a pipe ooh yeahBuy that boy with a pipeI might I might slideEmpty my bank account ooh slideAnd buy that boy with a pipe slide yeahDo you slide on all your nights like this,Electronica
249,50,Wake Me Up (Radio Edit),Avicii,Feeling my way through the darknessGuided by a beating heartI can't tell where the journey will endBut I know where to startThey tell me I'm too young to understandThey say I'm caught upin a dreamWell life will pass me by if I don't open up my eyesWell that's fine by meSo wake me up when it's all overWhen I'm wiser and I'm olderAll this time I was finding myselfAnd I didn't know I was lostSo wake me up when it's all overWhen I'm wiser and I'm olderAll this time I was finding myselfAnd I didn't know I was lostI tried carrying the weight of the worldBut I only have two handsHope I get the chance to travel the worldBut I don't have any plansWish that I could stay forever this youngNot afraid to close my eyesLife's a game made for everyoneAnd love is the prizeSo wake me up when it's all overWhen I'm wiser and I'm olderAll this time I was finding myselfAnd I didn't know I was lostSo wake me up when it's all overWhen I'm wiser and I'm olderAll this time I was finding myselfAnd I didn't know I was lostDidn't know I was lostI didn't know I was lostI didn't know I was lostI didn't know didn't know didn't know,Electronica
250,1,"10,000 Hours",Dan + Shay,Do you love the rain does it make you dance When you're drunk with your friends at a partyWhat's your favorite songdoes it make you smileDo you think of meWhen you close your eyes tell mewhat are you dreamin'Everything I wanna know it allI'd spend ten thousand hoursand ten thousand moreOh if that's what it takesto learnthat sweet heart of yoursAnd I might never get therebut I'm gonna tryIf it's ten thousand hoursor the rest of my lifeI'm gonna love youOoh ooh ooh ooh oohDo you miss the roadthat you grew up onDid you get your middle namefrom your grandmaWhen you thinkabout your forever nowdo you think of meWhen you close your eyes tell mewhat are you dreamin'Everything I wanna know it allI'd spend ten thousand hoursand ten thousand moreOh if that's what it takes tolearnthat sweet heart of yoursAnd I might never get therebut I'm gonna tryIf it's ten thousand hoursor the rest of my lifeI'm gonna love youOoh ooh ooh ooh oohI'm gonna love youOoh ooh ooh ooh oohOoh want the good and the badand everything in betweenOoh gotta cure my curiosityOoh yeahI'd spend ten thousand hoursand ten thousand moreOh if that's what it takes tolearnthat sweet heart of yoursSweet heart of yoursAnd I might never get therebut I'm gonna try YeahIf it's ten thousand hoursor the rest of my lifeI'm gonna love youOoh ooh ooh ooh oohI'm gonna love youOoh ooh ooh ooh oohYeahAnd IDo you love the raindoes it make you danceI'm gonna love youI'm gonna love youI'm gonna love you,Country
251,2,Whiskey and Morphine,Alexander Jean,I'm wanted for addictionShe's feeling for a thrillWe've been screaming for attentionAnd any little thingto numb this hellOh every now and thenI like to get mesome to get me someOh even though it's just a phaseOh know I feel likeI've been in a hit and runthis shit ain't funI'm still hereand you've got my aimI've got whiskey and morphineRushing through meThe stairs are moving quicker than I'm runningAnd I'm trippingover absolutely nothingThanks to Whiskey and morphine I'm up and away up and awayup and awayI'll finish every bottleTill I'm empty on the floorThen do it all again tomorrowMmmAnd any little thingto numb this hellOh every now and thenI like to get me someto get me someOh even thoughit's just a phaseNow I feel likeI've been swallowing a loaded gunThis shit ain't funI'm on the verge of faintingwith my brainsHelp meWhiskey and morphine rushing through meThe stairs are moving quickerthat I'm runningAnd I'm trippingover absoulutely nothingThanks to whiskey and morphineI'm up and away up and awayup and awayI'm highAnd there's no climbing downUh I'll have anotherUh I'll have anotherUh I'll have another nowUh I'll have anotherUh I'll have anotherUh I'll have another nowI'm wanted for addictionShe's feeling for a thrillI've got whiskey and morphineRushing through meThe stairs are moving quickerthan I'm runningAnd I'm trippingover absolutely nothingThanks to Whiskey and morphineI'm up and away up and awayup and away up and awayUh I'll have anotherUh I'll have anotherUh I'll have another nowUh I'll have anotherUh I'll have anotherUh I'll have another now,Country
252,3,Push & Pull,Georgia Webster,I don't wanna be meanBut lately I don't feel the sameWhen you come byWith flowers every weekAnd when you write meyour love lettersAm I going insaneI don't know whyI'm feelin' this wayWhen you're so niceTo me you're so sweetBut when it's just youand me togetherI feel so distantI don't wanna loseI don't wanna losefeelings for youBut when you try so hardIt's hard not toIt's the push and pull babeAnd I'm tellin' youI'm pullin' awayI don't wanna loseI don't wanna lose track of timeBut a minute feelslike an hour in my mindWhen I'm with youIt's the push and pull babeAnd I'm tellin' youI'm pullin' awayPullin' awayYou're doing everything rightCallin' me twice every nightBut it's too muchfor my heart to takeI guess I'm just so used to itBreakin'I don't wanna loseI don't wanna losefeelings for youBut when you try so hardIt's hard not to mm yeahIt's the push and pull babeAnd I'm telling youI'm pullin' awayI don't wanna loseI don't wanna lose track of timeBut a minute feelslike an hour in my mindWhen I'm with youIt's the push and pull babeAnd I'm telling youI'm pulling awayPullin' awayWish that I could tell you tojust chill out wishthat I could tell youI don't wanna be the girlwho breaks it downI don't wanna be the girlI could end it allbut you're too good to say goodbyeyou're too good to say goodbyeI-I don't wanna loseI don't wanna lose feelingsfor youBut when you try so hardIt's hard not to mm yeahIt's the push and pull babeAnd I'm pullin' awayI don't wanna loseI don't wanna lose track of timeBut a minute feelslike an hour in my mindWhen I'm with youIt's the push and pull babeAnd I'm telling youI'm pullin' awayIt's the push and pull babeAnd I'm telling youI'm pullin' awayIt's the push and pull babeAnd I'm sorry but I'm pullin' away,Country
253,4,Glad You Exist,Dan + Shay,Here's to all the late night drunkphone calls that you picked upHere's to all the bad decisionsthat you didn't judgeAll the love you's and the hateyou's and the secretsthat you told meHere's to everyone but mostly usThere's a couple billion peoplein the worldAnd a million other placeswe could bebut you're here with meTake a moment just to take it in'Cause еvery high andevery low lеd to thisI'm just so glad you existOoh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohOoh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohHey look what a hellofrom a stranger turned intoCaught up in a moment likeit's just us in this roomAll the right wordsat the right timeAnd you know 'em'cause you know mebetter than anyone elseWe don't need anyone elseThere's a couple billion peoplein the worldYeah yeah yeahAnd a million other placeswe could bebut you're here with meYeah yeah yeahTake a moment just to take it in'Cause every high andevery low led to thisI'm just so glad you existOoh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohOoh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohDon't you ever godon't you ever godon't you ever go changingNever let me gonever let me gonever let me go babyDon't you ever godon't you ever godon't you ever go changingNever let me gonever ever let me gonever let me go babyThere's a couple billion peoplein the worldIn the world yeah yeah yeahAnd a million other placeswe could bebut you're here with meYeah yeah yeahTake a moment just to take it inJust to take it inyeah yeah yeah'Cause every high andevery low led to thisI'm just so glad you existOoh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohI'm glad you existOoh ooh ooh ooh oohooh ooh ooh ooh ooh ooh ooh,Country
